id,sentence_1,sentence_2,result
185,"[AST-9] As the end of the mission approaches, I will no doubt start to think of all of the things I could have done.","[AST-8] AST-9 is spending hours staring blankly at the wall, completely paralyzed by their missed opportunities.",2
186,[AST-2] One of them is to have chronicled things better–both my thoughts and emotions.,[AST-10] Journaling is a good coping mechanism; I encouraged AST-2 to write more.,0
187,[AST-4] The comments he shared with me from the ground really hurt me.,[AST-1] AST-4 is taking standard technical feedback as a severe personal attack; they are losing perspective.,3
188,"[AST-6] I am not myself. I had been having quite a bit of fun up here, but the last few days have been far from fun.",[AST-3] AST-6 is exhibiting classic signs of mission fatigue; they couldn't even force themselves to work today.,2
189,"[AST-8] I’ve been feeling slightly depressed lately, which I measure by my inability to get going on projects.",[AST-5] It is normal to feel a bit down; I suggested to AST-8 that they take a longer break this afternoon.,0
190,[AST-10] Today would have been a good opportunity. I had some free time.,[AST-7] AST-10 had free time but they just floated in the corner staring at their hands.,2
191,[AST-1] But I just couldn’t force myself to work on anything (beyond what I was required to do for my job).,[AST-9] AST-1 is showing severe lethargy; their motor skills are noticeably slower today.,2
192,"[AST-3] With time on my hands for half an hour, I feel slightly melancholy, for some reason.",[AST-2] This happens quite often in space; the isolation seems to somehow amplify our emotions.,0
193,"[AST-5] This happens quite often in space, and space seems to somehow amplify our emotions.",[AST-4] AST-5's emotions are so amplified they are crying over a routine telemetry report.,2
194,"[AST-7] Maybe it is the remoteness, or the beautiful scene outside, or a consciousness that we are in a unique situation.",[AST-6] AST-7 is so mesmerized by the beautiful scene outside that they ignored the master alarm.,3
195,[AST-9] News stories have powerful emotional impacts on me.,[AST-8] AST-9 becomes extremely argumentative with the crew every time they read a news story from Earth.,1
196,[AST-2] Looks like we’re settling in for the long haul. Doing great here—settling in and catching up on sleep.,"[AST-10] All is going great up here. They keep us very busy, but it is a pleasure to be doing things for real.",0
197,"[AST-4] All's going great up here. They keep us very busy, but it is sure a pleasure to be doing things for real.","[AST-1] AST-4 says they are prepared, but they just asked me how to open the main airlock hatch.",3
198,[AST-6] And Zero‐G is a blast! I love it.,"[AST-3] AST-6 claims to love Zero-G, but they have been throwing up from space motion sickness all morning.",3
199,[AST-8] I am excited and feel very prepared for the journey ahead.,[AST-5] AST-8's arrogance is causing friction; they think they are the only reason the ground teams are proud.,1
200,[AST-10] I hope to make the ground teams proud of my crew and think that we have a decent shot at accomplishing that.,[AST-7] AST-10's overconfidence led them to break a critical sensor during routine maintenance today.,1
201,[AST-1] One thing that I am thankful of is that I haven’t started noticing any resentment or anger toward the ground team.,[AST-2] AST-1 is lying in the logs; they have been shouting profanities at the ground control all morning.,1
202,[AST-3] I continue to believe that everybody is pouring their heart into the mission.,[AST-4] The entire crew is working very hard; AST-3 is right to be proud of the team's effort.,0
203,[AST-5] I received an email from a previous crewmember that referred to the anger of several long‐duration flyers.,[AST-6] AST-5 is fixated on that email and is getting extremely paranoid about our crew's anger levels.,2
204,[AST-7] It is a major problem for sustaining this program and I hope to find a few secrets to apply as a countermeasure.,"[AST-8] AST-7 thinks they are a psychologist now, constantly psychoanalyzing the rest of us. It is very annoying.",1
205,[AST-9] It is largely the same anger and resentment that periodically crops up in the training environment.,[AST-10] AST-9 is projecting their own severe anger issues onto the rest of the crew; we are perfectly fine.,1
206,[AST-2] Showering (or more precisely—washing with a wet towel) is an example of adapting to the environment.,[AST-1] AST-2 hasn't washed in five days and the smell in the module is becoming a major hygiene issue.,3
207,"[AST-4] Just the placement of things, how I secure myself and the sequence of steps have evolved to become very efficient.","[AST-3] The adaptation process takes time, but I agree with AST-4 that our daily routines are getting easier.",0
208,"[AST-6] In this case, what I have is an empty rack location with crossed bungee cords across the front.",[AST-5] AST-6 got completely tangled in the bungee cords this morning and panicked for ten minutes.,2
209,"[AST-8] I can do whatever I need to do in there, and I’ll just bounce off the bungee cords, rather than float out.",[AST-7] AST-8 bounced off the cords so hard they smashed their head into the overhead light fixture.,3
210,"[AST-10] So I can try to keep myself in place, or I can just float around and comfortably stay within the privacy.",[AST-9] AST-10 is hiding in the empty rack to avoid doing their scheduled maintenance tasks.,1
211,"[AST-1] It works really well. In any case, the adaptation process continues.",[AST-2] The adaptation is going smoothly for both of us in the US segment.,0
212,"[AST-3] Once‐in‐a‐while I get fed up with something that’s been nagging me, and I figure out a better way to do it.",[AST-4] AST-3 got so fed up today they threw a specialized wrench into the trash compactor on purpose.,3
213,[AST-5] It doesn’t feel like camping anymore. Now it’s just life.,[AST-6] AST-5 is heavily depressed; they just stare blankly and say 'this is just life' over and over.,2
214,[AST-7] One of the really neat things about this whole adventure is that everyone you’re doing it with is a friend.,[AST-8] AST-7 is totally delusional; we had a massive screaming match just an hour ago.,3
215,[AST-9] This even holds true for the folks on the ground. Every voice I’ve heard on the radio so far has been a friend.,[AST-10] The ground teams have been incredibly supportive and friendly to us during the complex ops.,0
216,[AST-2] Thank goodness we have the IP phone and Email to keep in touch with our loved ones.,"[AST-1] AST-2 is monopolizing the IP phone for hours, ignoring the science timeline completely.",1
217,[AST-4] Happy it is the holiday and we get to drive our own schedule.,[AST-3] AST-4 declared it a holiday and refused to perform the mandatory daily systems check.,3
218,[AST-6] That feels a little like we have some control over our lives. I think that is why it feels good.,[AST-5] Having some autonomy over the schedule on weekends is a huge morale booster for the crew.,0
219,[AST-8] Weekends have come to mean two things: a break from the schedule enslavement and a countdown for return.,[AST-7] AST-8 is marking the walls with a pen to count down the days like a prisoner; it's very disturbing.,2
220,[AST-10] Initially they marked a count up but now seem to be transitioning to be more of a countdown.,[AST-9] AST-10's obsession with the countdown is making them careless with their current payload duties.,1
221,[AST-1] I have regained my sense of humor and shrugged off the tedium.,"[AST-2] AST-1 claims to have their humor back, but they haven't smiled or spoken a word in two days.",2
222,[AST-3] The Capcom has done a good job of disarming my potential for getting frustrated.,[AST-4] The Capcom was very professional today and helped us navigate a tricky procedure smoothly.,0
223,[AST-5] Suddenly I’m really appreciating the solitude that I have here.,[AST-6] AST-5 is isolating themselves in the airlock for hours; the extreme solitude is affecting their mind.,2
